RPM,MAP,Spark Knock R,Spark Knock F
3142,88,0.00,0.75
3134,86,0.00,0.75
3120,68,0.00,0.75
3112,53,0.00,0.75
3120,53,0.00,0.75
3121,52,0.00,0.75
1780,70,0.00,0.75
1722,90,0.00,0.75
1498,60,0.00,0.75
1423,83,0.00,0.75
1521,29,0.00,0.75
1029,73,0.00,0.75
1038,79,0.00,0.75
1049,76,0.00,0.75
1058,93,0.00,0.75
1240,79,0.00,0.75
1180,74,0.00,0.75
1286,41,0.00,0.75
1294,48,0.00,0.75
1200,54,0.00,0.75
1195,53,0.00,0.75
1323,52,0.00,0.75
1445,54,0.00,0.75
1562,52,0.00,0.75
1694,52,0.00,0.75
1706,53,0.00,0.75
1728,53,0.00,0.75
1758,52,0.00,0.75
1771,51,0.00,0.75
1795,51,0.00,0.75
1811,50,0.00,0.75
1828,50,0.00,0.75
1854,51,0.00,0.75
1883,52,0.00,0.75
1914,54,0.00,0.75
1958,55,0.00,0.75
2006,55,0.00,0.75
2032,55,0.00,0.75
2037,55,0.00,0.75
2048,55,0.00,0.75
2093,54,0.00,0.75
2172,52,0.00,0.75
2226,52,0.00,0.75
2259,52,0.00,0.75
2329,51,0.00,0.75
2449,53,0.00,0.75
2493,55,0.00,0.75
2548,56,0.00,0.75
2603,56,0.00,0.75
2675,55,0.00,0.75
2740,55,0.00,0.75
2787,53,0.00,0.75
2845,53,0.00,0.75
2929,52,0.00,0.75
3455,66,0.00,0.50
3473,65,0.00,0.50
3472,66,0.00,0.50
3496,66,0.00,0.50
3495,66,0.00,0.50
3514,66,0.00,0.50
3526,69,0.00,0.50
3540,70,0.00,0.50
3548,70,0.00,0.50
3566,70,0.00,0.50
3571,69,0.00,0.50
3581,70,0.00,0.50
3594,43,0.00,0.50
1093,32,0.00,0.50
1059,34,0.00,0.50
1047,34,0.00,0.50
1056,34,0.00,0.50
1065,34,0.00,0.50
1052,40,0.00,0.50
1120,41,0.00,0.50
1189,35,0.00,0.50
1180,33,0.00,0.50
1160,32,0.00,0.50
1153,31,0.00,0.50
1141,32,0.00,0.50
2957,25,0.00,0.50
2957,26,0.00,0.50
2973,26,0.00,0.50
2978,27,0.00,0.50
2962,27,0.00,0.50
2906,27,0.00,0.50
2920,27,0.00,0.50
2945,27,0.00,0.50
2948,26,0.00,0.50
2895,27,0.00,0.50
2886,27,0.00,0.50
2914,27,0.00,0.50
2904,27,0.00,0.50
993,58,0.00,0.50
1128,56,0.00,0.50
1258,52,0.00,0.50
1289,59,0.00,0.50
1303,63,0.00,0.50
1148,66,0.00,0.50
1135,90,0.00,0.50
1308,85,0.00,0.50
1384,82,0.00,0.50
1420,57,0.00,0.50
1508,52,0.00,0.50
2671,51,0.00,0.50
2738,52,0.00,0.50
2787,51,0.00,0.50
2856,50,0.00,0.50
2908,50,0.00,0.50
3027,51,0.00,0.50
3085,51,0.00,0.50
3135,53,0.00,0.50
3220,54,0.00,0.50
3274,54,0.00,0.50
3344,54,0.00,0.50
3412,55,0.00,0.50
3495,57,0.00,0.50
2661,51,0.00,0.50
2704,52,0.00,0.50
2718,53,0.00,0.50
2756,53,0.00,0.50
2788,52,0.00,0.50
2819,52,0.00,0.50
2836,52,0.00,0.50
2880,52,0.00,0.50
2901,51,0.00,0.50
2940,50,0.00,0.50
2965,52,0.00,0.50
2996,51,0.00,0.50
3027,51,0.00,0.50
3052,51,0.00,0.50
3084,51,0.00,0.50
3115,52,0.00,0.50
3152,51,0.00,0.50
3176,50,0.00,0.50
3236,50,0.00,0.50
3508,51,0.00,0.50
3533,43,0.00,0.50
2666,52,0.00,0.50
2681,53,0.00,0.50
2691,53,0.00,0.50
2706,53,0.00,0.50
2722,53,0.00,0.50
2738,53,0.00,0.50
2746,53,0.00,0.50
2762,52,0.00,0.50
2777,53,0.00,0.50
2794,52,0.00,0.50
2800,52,0.00,0.50
2820,52,0.00,0.50
2825,52,0.00,0.50
2836,52,0.00,0.50
2858,52,0.00,0.50
2863,51,0.00,0.50
2885,52,0.00,0.50
2893,51,0.00,0.50
2904,51,0.00,0.50
2914,51,0.00,0.50
2934,50,0.00,0.50
2937,51,0.00,0.50
2955,50,0.00,0.50
3076,52,0.00,0.50
3088,53,0.00,0.50
3113,55,0.00,0.50
3119,57,0.00,0.50
3143,59,0.00,0.50
3176,60,0.00,0.50
3165,60,0.00,0.50
3201,60,0.00,0.50
3214,60,0.00,0.50
3233,59,0.00,0.50
3257,59,0.00,0.50
3270,59,0.00,0.50
3290,59,0.00,0.50
3309,59,0.00,0.50
3330,58,0.00,0.50
3345,58,0.00,0.50
3364,58,0.00,0.50
3385,58,0.00,0.50
3426,62,0.00,0.50
3449,67,0.00,0.50
3449,68,0.00,0.50
3473,69,0.00,0.50
3538,69,0.00,0.50
3541,75,0.00,0.50
2805,53,0.00,0.50
2796,57,0.00,0.50
2806,57,0.00,0.50
2815,57,0.00,0.50
2821,58,0.00,0.50
2824,57,0.00,0.50
3284,52,0.00,0.50
3303,55,0.00,0.50
3318,56,0.00,0.50
3332,56,0.00,0.50
3356,56,0.00,0.50
3382,58,0.00,0.50
3397,59,0.00,0.50
3418,60,0.00,0.50
3445,62,0.00,0.50
3456,62,0.00,0.50
3480,61,0.00,0.50
3496,61,0.00,0.50
3520,63,0.00,0.50
3538,63,0.00,0.50
3560,63,0.00,0.50
3589,63,0.00,0.50
3595,62,0.00,0.50
3627,63,0.00,0.50
3643,62,0.00,0.50
3672,62,0.00,0.50
3688,62,0.00,0.50
3714,63,0.00,0.50
3742,65,0.00,0.50
3764,65,0.00,0.50
3782,65,0.00,0.50
3811,65,0.00,0.50
1212,51,0.00,0.50
1235,53,0.00,0.50
1278,55,0.00,0.50
1328,53,0.00,0.50
1374,53,0.00,0.50
1376,54,0.00,0.50
1371,54,0.00,0.50
1361,55,0.00,0.50
1348,55,0.00,0.50
1324,56,0.00,0.50
1322,59,0.00,0.50
1346,64,0.00,0.50
1378,65,0.00,0.50
1454,66,0.00,0.50
1532,66,0.00,0.50
1611,63,0.00,0.50
1676,62,0.00,0.50
1738,61,0.00,0.50
1789,58,0.00,0.50
1835,58,0.00,0.50
1868,56,0.00,0.50
1884,56,0.00,0.50
1883,56,0.00,0.50
1892,55,0.00,0.50
1897,55,0.00,0.50
1900,55,0.00,0.50
1900,55,0.00,0.50
1899,55,0.00,0.50
1907,55,0.00,0.50
1912,55,0.00,0.50
1922,54,0.00,0.50
1916,50,0.00,0.50
2923,52,0.00,0.50
2963,52,0.00,0.50
3020,52,0.00,0.50
3075,55,0.00,0.50
3157,58,0.00,0.50
3202,60,0.00,0.50
3279,59,0.00,0.50
3341,58,0.00,0.50
3420,56,0.00,0.50
3486,56,0.00,0.50
1438,73,0.00,0.50
1398,89,0.00,0.50
2027,51,0.00,0.50
2092,56,0.00,0.50
2132,56,0.00,0.50
2171,56,0.00,0.50
2241,56,0.00,0.50
2296,56,0.00,0.50
2338,55,0.00,0.50
2384,55,0.00,0.50
2434,54,0.00,0.50
2483,53,0.00,0.50
2540,53,0.00,0.50
2574,53,0.00,0.50
2626,52,0.00,0.50
2666,52,0.00,0.50
2701,52,0.00,0.50
2769,51,0.00,0.50
2896,51,0.00,0.50
2945,50,0.00,0.50
3112,53,0.00,0.50
3160,56,0.00,0.50
3201,57,0.00,0.50
3262,56,0.00,0.50
3329,56,0.00,0.50
3388,55,0.00,0.50
3450,56,0.00,0.50
3529,56,0.00,0.50
2457,51,0.00,0.50
2477,52,0.00,0.50
2493,54,0.00,0.50
2516,55,0.00,0.50
2550,55,0.00,0.50
2568,58,0.00,0.50
2587,58,0.00,0.50
2612,58,0.00,0.50
2630,58,0.00,0.50
2656,58,0.00,0.50
2682,57,0.00,0.50
2710,57,0.00,0.50
2745,56,0.00,0.50
2769,56,0.00,0.50
2790,55,0.00,0.50
2841,55,0.00,0.50
2842,54,0.00,0.50
2870,54,0.00,0.50
2874,54,0.00,0.50
2906,55,0.00,0.50
2936,53,0.00,0.50
2962,52,0.00,0.50
2963,53,0.00,0.50
2997,52,0.00,0.50
3002,52,0.00,0.50
3026,52,0.00,0.50
3050,52,0.00,0.50
3075,51,0.00,0.50
3088,51,0.00,0.50
3106,52,0.00,0.50
3123,51,0.00,0.50
3174,51,0.00,0.50
3191,52,0.00,0.50
3209,53,0.00,0.50
3233,53,0.00,0.50
3258,53,0.00,0.50
3281,52,0.00,0.50
3301,53,0.00,0.50
3334,54,0.00,0.50
3360,56,0.00,0.50
3386,56,0.00,0.50
3407,56,0.00,0.50
3453,56,0.00,0.50
3468,55,0.00,0.50
3489,55,0.00,0.50
2250,53,0.00,0.50
2264,54,0.00,0.50
2265,54,0.00,0.50
2283,55,0.00,0.50
2287,55,0.00,0.50
2297,55,0.00,0.50
2289,58,0.00,0.50
2324,58,0.00,0.50
2324,58,0.00,0.50
2334,59,0.00,0.50
2337,60,0.00,0.50
2357,60,0.00,0.50
2368,60,0.00,0.50
2375,59,0.00,0.50
2390,59,0.00,0.50
2394,59,0.00,0.50
2410,59,0.00,0.50
2420,59,0.00,0.50
2430,59,0.00,0.50
2441,59,0.00,0.50
2455,59,0.00,0.50
2461,60,0.00,0.50
2478,59,0.00,0.50
2481,60,0.00,0.50
2497,59,0.00,0.50
2507,59,0.00,0.50
2520,59,0.00,0.50
2527,59,0.00,0.50
2543,59,0.00,0.50
2544,58,0.00,0.50
2564,58,0.00,0.50
2567,58,0.00,0.50
2578,58,0.00,0.50
2594,56,0.00,0.50
2592,54,0.00,0.50
2605,53,0.00,0.50
2605,53,0.00,0.50
2627,53,0.00,0.50
2626,53,0.00,0.50
2642,53,0.00,0.50
2647,53,0.00,0.50
2651,53,0.00,0.50
2662,53,0.00,0.50
2674,52,0.00,0.50
2678,53,0.00,0.50
2685,52,0.00,0.50
2689,52,0.00,0.50
2699,52,0.00,0.50
2704,52,0.00,0.50
2721,52,0.00,0.50
2715,52,0.00,0.50
2736,52,0.00,0.50
2736,52,0.00,0.50
2748,52,0.00,0.50
2751,52,0.00,0.50
2759,52,0.00,0.50
2769,51,0.00,0.50
2779,51,0.00,0.50
2786,51,0.00,0.50
2790,51,0.00,0.50
2800,51,0.00,0.50
2815,51,0.00,0.50
2818,51,0.00,0.50
2826,51,0.00,0.50
2859,53,0.00,0.50
2865,55,0.00,0.50
2875,55,0.00,0.50
2887,56,0.00,0.50
2889,55,0.00,0.50
2905,55,0.00,0.50
2921,55,0.00,0.50
2918,55,0.00,0.50
2942,55,0.00,0.50
2949,56,0.00,0.50
2961,56,0.00,0.50
2966,56,0.00,0.50
2984,56,0.00,0.50
2980,57,0.00,0.50
2995,58,0.00,0.50
3001,58,0.00,0.50
3018,57,0.00,0.50
3033,57,0.00,0.50
3043,58,0.00,0.50
3052,58,0.00,0.50
3068,58,0.00,0.50
3080,58,0.00,0.50
3095,58,0.00,0.50
3102,58,0.00,0.50
3119,59,0.00,0.50
3135,60,0.00,0.50
3142,61,0.00,0.50
3152,61,0.00,0.50
3172,60,0.00,0.50
3189,60,0.00,0.50
3202,60,0.00,0.50
3218,60,0.00,0.50
3232,61,0.00,0.50
3245,61,0.00,0.50
3262,61,0.00,0.50
3278,61,0.00,0.50
3293,60,0.00,0.50
3313,60,0.00,0.50
3330,60,0.00,0.50
3345,61,0.00,0.50
3367,60,0.00,0.50
3379,60,0.00,0.50
3402,60,0.00,0.50
3423,63,0.00,0.50
3442,63,0.00,0.50
3455,63,0.00,0.50
3483,63,0.00,0.50
3500,63,0.00,0.50
3513,45,0.00,0.50
2820,56,0.00,0.50
2797,58,0.00,0.50
2812,58,0.00,0.50
2824,59,0.00,0.50
2827,64,0.00,0.50
2839,66,0.00,0.50
2846,66,0.00,0.50
2861,66,0.00,0.50
2863,66,0.00,0.50
2879,65,0.00,0.50
2883,66,0.00,0.50
2896,65,0.00,0.50
2908,65,0.00,0.50
2916,66,0.00,0.50
2915,66,0.00,0.50
2927,64,0.00,0.50
2928,58,0.00,0.50
2946,58,0.00,0.50
2941,58,0.00,0.50
2952,58,0.00,0.50
2964,58,0.00,0.50
2969,58,0.00,0.50
2973,57,0.00,0.50
2984,57,0.00,0.50
2985,57,0.00,0.50
2989,57,0.00,0.50
2997,58,0.00,0.50
3001,58,0.00,0.50
3007,58,0.00,0.50
3018,57,0.00,0.50
3019,56,0.00,0.50
3028,56,0.00,0.50
3037,55,0.00,0.50
3037,53,0.00,0.50
3032,54,0.00,0.50
3050,52,0.00,0.50
3093,50,0.00,0.50
3123,52,0.00,0.50
3145,53,0.00,0.50
3149,53,0.00,0.50
3160,55,0.00,0.50
3170,55,0.00,0.50
3179,55,0.00,0.50
3180,55,0.00,0.50
3206,57,0.00,0.50
3212,59,0.00,0.50
3240,62,0.00,0.50
3235,63,0.00,0.50
3257,63,0.00,0.50
3267,63,0.00,0.50
3285,63,0.00,0.50
3295,63,0.00,0.50
3318,65,0.00,0.50
3330,65,0.00,0.50
3343,66,0.00,0.50
3356,65,0.00,0.50
3370,65,0.00,0.50
3382,64,0.00,0.50
3415,65,0.00,0.50
3495,65,0.00,0.50
3390,67,0.00,0.50
3465,66,0.00,0.50
3461,66,0.00,0.50
3482,66,0.00,0.50
3500,66,0.00,0.50
3512,66,0.00,0.50
3539,65,0.00,0.50
3554,65,0.00,0.50
3566,65,0.00,0.50
3581,64,0.00,0.50
3600,64,0.00,0.50
3615,64,0.00,0.50
3629,64,0.00,0.50
3642,64,0.00,0.50
3667,63,0.00,0.50
3678,68,0.00,0.50
3700,70,0.00,0.50
3719,70,0.00,0.50
3729,70,0.00,0.50
3754,66,0.00,0.50
3104,56,0.00,0.50
3186,61,0.00,0.50
3166,68,0.00,0.50
3192,69,0.00,0.50
3194,73,0.00,0.50
3214,74,0.00,0.50
3224,74,0.00,0.50
3233,75,0.00,0.50
3252,74,0.00,0.50
3260,74,0.00,0.50
3274,75,0.00,0.50
3288,75,0.00,0.50
3298,74,0.00,0.50
3311,74,0.00,0.50
3322,74,0.00,0.50
3335,74,0.00,0.50
3349,74,0.00,0.50
3361,73,0.00,0.50
3374,73,0.00,0.50
3389,72,0.00,0.50
3392,72,0.00,0.50
3407,72,0.00,0.50
3417,70,0.00,0.50
3425,66,0.00,0.50
3437,66,0.00,0.50
3435,66,0.00,0.50
3448,66,0.00,0.50
3459,66,0.00,0.50
3460,66,0.00,0.50
3471,66,0.00,0.50
3483,66,0.00,0.50
3485,65,0.00,0.50
3498,65,0.00,0.50
3505,65,0.00,0.50
3512,65,0.00,0.50
3523,64,0.00,0.50
3531,64,0.00,0.50
3540,64,0.00,0.50
3548,64,0.00,0.50
3553,64,0.00,0.50
3565,64,0.00,0.50
3571,64,0.00,0.50
3576,64,0.00,0.50
3589,64,0.00,0.50
3586,64,0.00,0.50
3595,64,0.00,0.50
3604,64,0.00,0.50
3610,63,0.00,0.50
3613,64,0.00,0.50
3619,64,0.00,0.50
3628,64,0.00,0.50
3628,63,0.00,0.50
2916,49,0.00,0.50
3000,56,0.00,0.50
2981,62,0.00,0.50
2977,66,0.00,0.50
2980,70,0.00,0.50
2982,70,0.00,0.50
2983,70,0.00,0.50
2982,71,0.00,0.50
2984,71,0.00,0.50
2986,71,0.00,0.50
2987,71,0.00,0.50
2992,72,0.00,0.50
2996,71,0.00,0.50
3000,71,0.00,0.50
2998,71,0.00,0.50
3006,71,0.00,0.50
3008,72,0.00,0.50
3008,72,0.00,0.50
3012,73,0.00,0.50
3021,73,0.00,0.50
3020,73,0.00,0.50
3026,73,0.00,0.50
3027,72,0.00,0.50
3028,72,0.00,0.50
3033,73,0.00,0.50
3044,72,0.00,0.50
3041,72,0.00,0.50
3045,72,0.00,0.50
3051,72,0.00,0.50
3056,72,0.00,0.50
3059,72,0.00,0.50
3057,72,0.00,0.50
3063,72,0.00,0.50
3068,72,0.00,0.50
3069,72,0.00,0.50
3069,71,0.00,0.50
3069,68,0.00,0.50
3077,67,0.00,0.50
3090,67,0.00,0.50
3074,67,0.00,0.50
3077,66,0.00,0.50
3082,66,0.00,0.50
3084,66,0.00,0.50
3084,64,0.00,0.50
3084,60,0.00,0.50
3090,59,0.00,0.50
3080,60,0.00,0.50
3084,56,0.00,0.50
3086,56,0.00,0.50
3082,55,0.00,0.50
3084,56,0.00,0.50
3087,56,0.00,0.50
3086,55,0.00,0.50
3079,56,0.00,0.50
3088,55,0.00,0.50
3084,56,0.00,0.50
3085,56,0.00,0.50
3087,56,0.00,0.50
3083,55,0.00,0.50
3091,55,0.00,0.50
3091,55,0.00,0.50
3089,56,0.00,0.50
3092,56,0.00,0.50
3092,55,0.00,0.50
3089,56,0.00,0.50
3089,56,0.00,0.50
3088,56,0.00,0.50
3081,52,0.00,0.50
3091,52,0.00,0.50
3094,52,0.00,0.50
3091,51,0.00,0.50
3092,52,0.00,0.50
3095,51,0.00,0.50
3106,51,0.00,0.50
3095,51,0.00,0.50
3098,50,0.00,0.50
3095,50,0.00,0.50
3099,51,0.00,0.50
3098,50,0.00,0.50
3095,51,0.00,0.50
3105,50,0.00,0.50
3108,51,0.00,0.50
3359,51,0.00,0.50
3360,52,0.00,0.50
3363,52,0.00,0.50
3366,52,0.00,0.50
3368,53,0.00,0.50
3370,53,0.00,0.50
3385,53,0.00,0.50
3386,54,0.00,0.50
3389,56,0.00,0.50
3407,56,0.00,0.50
3397,56,0.00,0.50
3406,55,0.00,0.50
3409,55,0.00,0.50
3416,54,0.00,0.50
3419,54,0.00,0.50
3431,54,0.00,0.50
3425,54,0.00,0.50
3434,54,0.00,0.50
3440,54,0.00,0.50
3442,54,0.00,0.50
3449,54,0.00,0.50
3454,55,0.00,0.50
3457,55,0.00,0.50
3469,56,0.00,0.50
3471,56,0.00,0.50
3484,58,0.00,0.50
3491,59,0.00,0.50
3492,59,0.00,0.50
3501,59,0.00,0.50
3505,60,0.00,0.50
3512,60,0.00,0.50
3522,61,0.00,0.50
3526,62,0.00,0.50
3537,61,0.00,0.50
3548,62,0.00,0.50
3548,62,0.00,0.50
3563,61,0.00,0.50
3565,61,0.00,0.50
3574,61,0.00,0.50
3582,61,0.00,0.50
3585,60,0.00,0.50
3593,62,0.00,0.50
3600,62,0.00,0.50
3609,63,0.00,0.50
3614,63,0.00,0.50
3617,63,0.00,0.50
3627,63,0.00,0.50
3626,63,0.00,0.50
3637,63,0.00,0.50
3642,63,0.00,0.50
3648,63,0.00,0.50
3807,76,0.00,0.50
3830,75,0.00,0.50
3848,75,0.00,0.50
3870,75,0.00,0.50
2929,49,0.00,0.50
1693,49,0.00,0.50
1839,50,0.00,0.50
2405,50,0.00,0.50
2993,52,0.00,0.25
3008,64,0.00,0.25
3008,69,0.00,0.25
3013,71,0.00,0.25
3029,75,0.00,0.25
3037,77,0.00,0.25
3040,78,0.00,0.25
3049,78,0.00,0.25
3055,78,0.00,0.25
3069,77,0.00,0.25
3067,78,0.00,0.25
3081,77,0.00,0.25
3084,77,0.00,0.25
3095,77,0.00,0.25
3096,78,0.00,0.25
3104,72,0.00,0.25
3107,71,0.00,0.25
3116,70,0.00,0.25
3115,69,0.00,0.25
3119,69,0.00,0.25
3126,68,0.00,0.25
3126,68,0.00,0.25
3133,68,0.00,0.25
3137,68,0.00,0.25
3140,68,0.00,0.25
3147,67,0.00,0.25
3150,67,0.00,0.25
3160,68,0.00,0.25
3158,67,0.00,0.25
3165,67,0.00,0.25
3171,66,0.00,0.25
3171,66,0.00,0.25
3173,66,0.00,0.25
3180,64,0.00,0.25
3181,63,0.00,0.25
3186,63,0.00,0.25
3186,62,0.00,0.25
3192,62,0.00,0.25
3196,63,0.00,0.25
3197,62,0.00,0.25
3204,62,0.00,0.25
3213,62,0.00,0.25
3204,62,0.00,0.25
3220,61,0.00,0.25
3220,61,0.00,0.25
3224,61,0.00,0.25
3224,60,0.00,0.25
3220,59,0.00,0.25
3221,53,0.00,0.25
3229,52,0.00,0.25
3233,53,0.00,0.25
3226,53,0.00,0.25
3236,52,0.00,0.25
3239,53,0.00,0.25
3243,53,0.00,0.25
3238,52,0.00,0.25
3244,52,0.00,0.25
3244,52,0.00,0.25
3247,52,0.00,0.25
3249,52,0.00,0.25
3245,52,0.00,0.25
3249,52,0.00,0.25
3246,51,0.00,0.25
3269,51,0.00,0.25
3280,51,0.00,0.25
3283,51,0.00,0.25
3291,51,0.00,0.25
3297,51,0.00,0.25
3308,51,0.00,0.25
3307,51,0.00,0.25
3322,52,0.00,0.25
3320,52,0.00,0.25
3331,52,0.00,0.25
3328,52,0.00,0.25
3343,52,0.00,0.25
3342,53,0.00,0.25
3354,54,0.00,0.25
3357,54,0.00,0.25
3367,54,0.00,0.25
3370,53,0.00,0.25
3381,53,0.00,0.25
3384,53,0.00,0.25
3395,53,0.00,0.25
3398,53,0.00,0.25
3409,52,0.00,0.25
3412,53,0.00,0.25
3416,53,0.00,0.25
3428,52,0.00,0.25
3436,52,0.00,0.25
3443,53,0.00,0.25
3447,53,0.00,0.25
3458,54,0.00,0.25
3467,53,0.00,0.25
3479,54,0.00,0.25
3488,56,0.00,0.25
3501,58,0.00,0.25
3505,58,0.00,0.25
3521,58,0.00,0.25
3530,58,0.00,0.25
3536,58,0.00,0.25
3549,58,0.00,0.25
3556,58,0.00,0.25
3565,58,0.00,0.25
3046,51,0.00,0.25
3052,52,0.00,0.25
3059,52,0.00,0.25
3062,52,0.00,0.25
3065,52,0.00,0.25
3066,52,0.00,0.25
3071,52,0.00,0.25
3071,51,0.00,0.25
3080,51,0.00,0.25
3086,52,0.00,0.25
3088,52,0.00,0.25
3088,52,0.00,0.25
3098,51,0.00,0.25
3101,51,0.00,0.25
3101,51,0.00,0.25
3108,51,0.00,0.25
3109,51,0.00,0.25
3115,51,0.00,0.25
3116,51,0.00,0.25
3120,51,0.00,0.25
3125,51,0.00,0.25
3127,50,0.00,0.25
3129,51,0.00,0.25
3131,51,0.00,0.25
3139,51,0.00,0.25
3135,51,0.00,0.25
3149,51,0.00,0.25
3249,54,0.00,0.25
3253,55,0.00,0.25
3255,56,0.00,0.25
3257,56,0.00,0.25
3267,56,0.00,0.25
3268,56,0.00,0.25
3274,57,0.00,0.25
3282,57,0.00,0.25
3284,58,0.00,0.25
3298,58,0.00,0.25
3295,57,0.00,0.25
