RPM,MAP,Spark Knock R,Spark Knock F
2925,64,0.00,0.25
2926,63,0.00,0.25
2923,63,0.00,0.25
2931,63,0.00,0.25
2925,64,0.00,0.25
2925,63,0.00,0.25
2931,63,0.00,0.25
2932,63,0.00,0.25
2925,64,0.00,0.25
2932,63,0.00,0.25
2937,63,0.00,0.25
2935,63,0.00,0.25
2938,63,0.00,0.25
2934,64,0.00,0.25
2933,63,0.00,0.25
2936,63,0.00,0.25
2940,63,0.00,0.25
2940,64,0.00,0.25
2943,63,0.00,0.25
2936,64,0.00,0.25
2949,63,0.00,0.25
2940,63,0.00,0.25
2942,63,0.00,0.25
2948,63,0.00,0.25
2945,63,0.00,0.25
2951,63,0.00,0.25
2953,63,0.00,0.25
2950,63,0.00,0.25
2955,63,0.00,0.25
2955,63,0.00,0.25
2957,63,0.00,0.25
2959,63,0.00,0.25
2960,63,0.00,0.25
2962,63,0.00,0.25
2966,63,0.00,0.25
2968,63,0.00,0.25
2969,63,0.00,0.25
2970,63,0.00,0.25
2970,63,0.00,0.25
2971,63,0.00,0.25
2975,63,0.00,0.25
2975,63,0.00,0.25
2977,63,0.00,0.25
2977,59,0.00,0.25
2973,59,0.00,0.25
2976,54,0.00,0.25
2962,51,0.00,0.25
2974,50,0.00,0.25
2978,50,0.00,0.25
2967,50,0.00,0.25
2970,50,0.00,0.25
2966,50,0.00,0.25
2966,50,0.00,0.25
2965,51,0.00,0.25
2967,51,0.00,0.25
2962,51,0.00,0.25
2955,52,0.00,0.25
2959,52,0.00,0.25
2951,51,0.00,0.25
2954,51,0.00,0.25
2961,51,0.00,0.25
2951,51,0.00,0.25
2953,51,0.00,0.25
2957,51,0.00,0.25
2951,51,0.00,0.25
2952,51,0.00,0.25
2947,51,0.00,0.25
2945,51,0.00,0.25
2950,51,0.00,0.25
2944,51,0.00,0.25
2947,51,0.00,0.25
2948,51,0.00,0.25
2946,51,0.00,0.25
2943,52,0.00,0.25
2944,52,0.00,0.25
2946,53,0.00,0.25
2955,59,0.00,0.25
2946,61,0.00,0.25
2950,62,0.00,0.25
2956,62,0.00,0.25
2957,66,0.00,0.25
2965,70,0.00,0.25
2968,73,0.00,0.25
2970,74,0.00,0.25
2977,75,0.00,0.25
2986,81,0.00,0.25
2987,83,0.00,0.25
2997,85,0.00,0.25
3003,72,0.00,0.25
2827,50,0.00,0.25
2837,51,0.00,0.25
2835,51,0.00,0.25
2839,51,0.00,0.25
2842,51,0.00,0.25
2844,51,0.00,0.25
2847,51,0.00,0.25
2855,50,0.00,0.25
2859,50,0.00,0.25
2857,51,0.00,0.25
2868,50,0.00,0.25
2862,50,0.00,0.25
2873,50,0.00,0.25
2872,50,0.00,0.25
2881,50,0.00,0.25
2879,50,0.00,0.25
2886,50,0.00,0.25
2892,50,0.00,0.25
2890,50,0.00,0.25
2892,51,0.00,0.25
2901,51,0.00,0.25
2895,51,0.00,0.25
2906,51,0.00,0.25
2904,51,0.00,0.25
2905,51,0.00,0.25
2918,51,0.00,0.25
2917,51,0.00,0.25
2921,52,0.00,0.25
2929,52,0.00,0.25
2928,53,0.00,0.25
2933,55,0.00,0.25
2939,55,0.00,0.25
2942,55,0.00,0.25
2945,55,0.00,0.25
2954,55,0.00,0.25
2954,55,0.00,0.25
2954,55,0.00,0.25
2955,55,0.00,0.25
2965,55,0.00,0.25
2965,55,0.00,0.25
2969,55,0.00,0.25
2970,55,0.00,0.25
2977,55,0.00,0.25
2970,55,0.00,0.25
2981,54,0.00,0.25
2984,54,0.00,0.25
2974,55,0.00,0.25
2990,55,0.00,0.25
2994,54,0.00,0.25
2989,54,0.00,0.25
2993,53,0.00,0.25
3000,52,0.00,0.25
3004,52,0.00,0.25
3001,52,0.00,0.25
3011,52,0.00,0.25
3009,52,0.00,0.25
3010,52,0.00,0.25
3015,52,0.00,0.25
3018,52,0.00,0.25
3021,52,0.00,0.25
3024,52,0.00,0.25
3030,52,0.00,0.25
3029,52,0.00,0.25
3036,52,0.00,0.25
3037,52,0.00,0.25
3044,52,0.00,0.25
3045,52,0.00,0.25
3047,52,0.00,0.25
3050,52,0.00,0.25
3054,52,0.00,0.25
3057,52,0.00,0.25
3050,52,0.00,0.25
3063,52,0.00,0.25
3055,51,0.00,0.25
3063,51,0.00,0.25
2793,50,0.00,0.25
2806,50,0.00,0.25
2810,50,0.00,0.25
3182,53,0.00,0.25
3200,54,0.00,0.25
3206,54,0.00,0.25
3236,54,0.00,0.25
3247,53,0.00,0.25
3262,53,0.00,0.25
3276,53,0.00,0.25
3290,51,0.00,0.25
1542,68,0.00,0.25
1069,83,0.00,0.25
1220,86,0.00,0.25
1460,79,0.00,0.25
1758,74,0.00,0.25
1995,65,0.00,0.25
2019,64,0.00,0.25
2018,65,0.00,0.25
2036,65,0.00,0.25
2055,64,0.00,0.25
2089,64,0.00,0.25
2129,63,0.00,0.25
2174,63,0.00,0.25
2190,59,0.00,0.25
2181,58,0.00,0.25
2157,58,0.00,0.25
2114,58,0.00,0.25
2088,59,0.00,0.25
2054,59,0.00,0.25
2034,60,0.00,0.25
2025,60,0.00,0.25
2015,59,0.00,0.25
2005,60,0.00,0.25
2009,60,0.00,0.25
2026,60,0.00,0.25
2050,59,0.00,0.25
2084,59,0.00,0.25
2116,58,0.00,0.25
2144,58,0.00,0.25
2164,57,0.00,0.25
2188,57,0.00,0.25
2248,56,0.00,0.25
2315,55,0.00,0.25
2355,54,0.00,0.25
2406,49,0.00,0.25
3192,50,0.00,0.25
3253,52,0.00,0.25
3286,51,0.00,0.25
3351,51,0.00,0.25
3419,51,0.00,0.25
3505,52,0.00,0.25
2572,51,0.00,0.25
2612,51,0.00,0.25
2632,54,0.00,0.25
2664,55,0.00,0.25
2699,56,0.00,0.25
2724,55,0.00,0.25
2751,55,0.00,0.25
2781,55,0.00,0.25
2819,54,0.00,0.25
2856,53,0.00,0.25
2883,53,0.00,0.25
2904,53,0.00,0.25
2939,53,0.00,0.25
2968,52,0.00,0.25
3002,52,0.00,0.25
3015,52,0.00,0.25
3053,52,0.00,0.25
3083,52,0.00,0.25
3115,53,0.00,0.25
3144,53,0.00,0.25
3181,55,0.00,0.25
3210,55,0.00,0.25
3249,55,0.00,0.25
3288,55,0.00,0.25
3318,55,0.00,0.25
3370,55,0.00,0.25
3394,53,0.00,0.25
3440,56,0.00,0.25
3467,55,0.00,0.25
3514,55,0.00,0.25
3554,55,0.00,0.25
3598,56,0.00,0.25
3633,57,0.00,0.25
3696,59,0.00,0.25
3731,61,0.00,0.25
2836,52,0.00,0.25
2802,56,0.00,0.25
2851,59,0.00,0.25
2860,62,0.00,0.25
2895,65,0.00,0.25
2914,68,0.00,0.25
2931,68,0.00,0.25
2969,68,0.00,0.25
2980,68,0.00,0.25
3004,68,0.00,0.25
3037,68,0.00,0.25
3054,68,0.00,0.25
3083,67,0.00,0.25
3110,67,0.00,0.25
3120,67,0.00,0.25
3160,65,0.00,0.25
3181,65,0.00,0.25
3214,65,0.00,0.25
3232,65,0.00,0.25
3260,64,0.00,0.25
3289,64,0.00,0.25
3311,65,0.00,0.25
3341,66,0.00,0.25
3361,66,0.00,0.25
3387,65,0.00,0.25
3419,64,0.00,0.25
3442,64,0.00,0.25
3467,64,0.00,0.25
3495,63,0.00,0.25
3521,65,0.00,0.25
3547,65,0.00,0.25
3571,64,0.00,0.25
3594,65,0.00,0.25
3626,65,0.00,0.25
3648,65,0.00,0.25
3681,66,0.00,0.25
3704,66,0.00,0.25
3733,66,0.00,0.25
3762,65,0.00,0.25
3781,66,0.00,0.25
3812,67,0.00,0.25
3076,60,0.00,0.25
3075,63,0.00,0.25
3083,66,0.00,0.25
3096,67,0.00,0.25
3108,67,0.00,0.25
3123,68,0.00,0.25
3144,69,0.00,0.25
3149,69,0.00,0.25
3164,70,0.00,0.25
3178,70,0.00,0.25
3203,70,0.00,0.25
3215,70,0.00,0.25
3231,70,0.00,0.25
3243,71,0.00,0.25
3260,70,0.00,0.25
3275,70,0.00,0.25
3291,70,0.00,0.25
3303,70,0.00,0.25
3317,70,0.00,0.25
3328,70,0.00,0.25
3332,71,0.00,0.25
3376,72,0.00,0.25
3371,76,0.00,0.25
3403,75,0.00,0.25
3405,75,0.00,0.25
3436,74,0.00,0.25
3492,76,0.00,0.25
3509,76,0.00,0.25
3526,76,0.00,0.25
3537,75,0.00,0.25
3557,75,0.00,0.25
3573,75,0.00,0.25
3589,74,0.00,0.25
3609,74,0.00,0.25
3054,51,0.00,0.25
3065,51,0.00,0.25
3080,51,0.00,0.25
3087,51,0.00,0.25
3101,51,0.00,0.25
3108,51,0.00,0.25
3120,50,0.00,0.25
3130,50,0.00,0.25
3138,50,0.00,0.25
3152,50,0.00,0.25
3159,50,0.00,0.25
3194,50,0.00,0.25
3208,51,0.00,0.25
3220,50,0.00,0.25
3236,51,0.00,0.25
3242,54,0.00,0.25
3260,55,0.00,0.25
3260,55,0.00,0.25
3284,51,0.00,0.25
2803,50,0.00,0.25
2820,50,0.00,0.25
2829,50,0.00,0.25
2835,50,0.00,0.25
2841,50,0.00,0.25
2853,50,0.00,0.25
2851,50,0.00,0.25
2869,50,0.00,0.25
2863,52,0.00,0.25
2876,51,0.00,0.25
2877,52,0.00,0.25
2890,51,0.00,0.25
2891,51,0.00,0.25
2903,51,0.00,0.25
2910,52,0.00,0.25
2920,51,0.00,0.25
2925,51,0.00,0.25
2939,50,0.00,0.25
2941,50,0.00,0.25
2944,51,0.00,0.25
2658,50,0.00,0.25
2732,53,0.00,0.25
2756,53,0.00,0.25
2813,53,0.00,0.25
2908,53,0.00,0.25
2982,54,0.00,0.25
3069,56,0.00,0.25
3117,56,0.00,0.25
3201,54,0.00,0.25
3277,53,0.00,0.25
3335,55,0.00,0.25
3409,55,0.00,0.25
3477,56,0.00,0.25
3555,56,0.00,0.25
2604,51,0.00,0.25
2642,54,0.00,0.25
2668,55,0.00,0.25
2700,55,0.00,0.25
2730,56,0.00,0.25
2768,56,0.00,0.25
2799,55,0.00,0.25
2841,55,0.00,0.25
2882,55,0.00,0.25
2911,54,0.00,0.25
2941,53,0.00,0.25
2984,53,0.00,0.25
3021,52,0.00,0.25
3044,52,0.00,0.25
3084,52,0.00,0.25
3110,52,0.00,0.25
3151,51,0.00,0.25
3189,53,0.00,0.25
3220,54,0.00,0.25
3267,55,0.00,0.25
3290,54,0.00,0.25
3338,53,0.00,0.25
3363,53,0.00,0.25
3394,52,0.00,0.25
3434,52,0.00,0.25
3467,52,0.00,0.25
3496,51,0.00,0.25
3546,51,0.00,0.25
3578,51,0.00,0.25
3614,52,0.00,0.25
3665,53,0.00,0.25
3697,53,0.00,0.25
3729,53,0.00,0.25
3778,52,0.00,0.25
3806,51,0.00,0.25
2874,53,0.00,0.25
2892,54,0.00,0.25
2916,57,0.00,0.25
2933,58,0.00,0.25
2952,58,0.00,0.25
2971,58,0.00,0.25
2998,58,0.00,0.25
3015,58,0.00,0.25
3038,59,0.00,0.25
3054,59,0.00,0.25
3076,59,0.00,0.25
3099,59,0.00,0.25
3119,59,0.00,0.25
3130,58,0.00,0.25
3160,58,0.00,0.25
3173,58,0.00,0.25
3196,57,0.00,0.25
3217,57,0.00,0.25
3231,56,0.00,0.25
3256,56,0.00,0.25
3269,56,0.00,0.25
3294,56,0.00,0.25
3316,55,0.00,0.25
3340,55,0.00,0.25
3360,56,0.00,0.25
3377,56,0.00,0.25
3405,55,0.00,0.25
3420,55,0.00,0.25
3437,55,0.00,0.25
3461,56,0.00,0.25
3478,56,0.00,0.25
3509,55,0.00,0.25
3520,55,0.00,0.25
3547,55,0.00,0.25
3565,56,0.00,0.25
3597,56,0.00,0.25
3612,55,0.00,0.25
2891,50,0.00,0.25
2905,50,0.00,0.25
2908,50,0.00,0.25
2924,50,0.00,0.25
2925,53,0.00,0.25
2942,54,0.00,0.25
2941,54,0.00,0.25
2960,54,0.00,0.25
2965,54,0.00,0.25
2977,55,0.00,0.25
2982,56,0.00,0.25
2996,56,0.00,0.25
3004,56,0.00,0.25
3012,56,0.00,0.25
3023,56,0.00,0.25
3033,56,0.00,0.25
3032,56,0.00,0.25
3052,56,0.00,0.25
3048,56,0.00,0.25
3059,56,0.00,0.25
3063,56,0.00,0.25
3074,56,0.00,0.25
3084,55,0.00,0.25
3090,56,0.00,0.25
3111,56,0.00,0.25
3114,58,0.00,0.25
3119,60,0.00,0.25
3128,60,0.00,0.25
3139,59,0.00,0.25
3157,59,0.00,0.25
3172,59,0.00,0.25
3190,59,0.00,0.25
3202,59,0.00,0.25
3193,59,0.00,0.25
3219,59,0.00,0.25
3228,57,0.00,0.25
3234,57,0.00,0.25
3242,56,0.00,0.25
3253,56,0.00,0.25
3258,56,0.00,0.25
3270,56,0.00,0.25
3284,55,0.00,0.25
3283,56,0.00,0.25
3300,56,0.00,0.25
3307,56,0.00,0.25
3313,55,0.00,0.25
3322,55,0.00,0.25
3330,55,0.00,0.25
3342,55,0.00,0.25
3345,55,0.00,0.25
3354,55,0.00,0.25
3363,55,0.00,0.25
3370,54,0.00,0.25
3382,54,0.00,0.25
3392,54,0.00,0.25
3397,53,0.00,0.25
3402,53,0.00,0.25
3411,53,0.00,0.25
3421,53,0.00,0.25
3430,53,0.00,0.25
3437,53,0.00,0.25
3444,53,0.00,0.25
3455,53,0.00,0.25
3464,53,0.00,0.25
3476,53,0.00,0.25
3482,52,0.00,0.25
3487,52,0.00,0.25
3554,49,0.00,0.25
3525,52,0.00,0.25
3519,53,0.00,0.25
3540,53,0.00,0.25
3541,53,0.00,0.25
3552,53,0.00,0.25
3568,52,0.00,0.25
3572,53,0.00,0.25
3585,55,0.00,0.25
3594,55,0.00,0.25
3608,55,0.00,0.25
3611,55,0.00,0.25
3627,54,0.00,0.25
3635,55,0.00,0.25
3641,55,0.00,0.25
3658,54,0.00,0.25
2993,51,0.00,0.25
2988,51,0.00,0.25
2990,51,0.00,0.25
2999,51,0.00,0.25
2998,51,0.00,0.25
3004,51,0.00,0.25
3009,51,0.00,0.25
3010,51,0.00,0.25
3015,51,0.00,0.25
3009,51,0.00,0.25
3023,51,0.00,0.25
3014,52,0.00,0.25
3024,52,0.00,0.25
3033,55,0.00,0.25
3037,57,0.00,0.25
3048,59,0.00,0.25
3049,59,0.00,0.25
3055,59,0.00,0.25
3064,59,0.00,0.25
3061,59,0.00,0.25
3075,59,0.00,0.25
3073,60,0.00,0.25
3084,60,0.00,0.25
3088,59,0.00,0.25
3091,59,0.00,0.25
3099,59,0.00,0.25
3101,59,0.00,0.25
3111,59,0.00,0.25
3108,59,0.00,0.25
3122,59,0.00,0.25
3127,58,0.00,0.25
3137,58,0.00,0.25
3149,57,0.00,0.25
3151,56,0.00,0.25
3156,57,0.00,0.25
3154,56,0.00,0.25
3155,56,0.00,0.25
3161,57,0.00,0.25
3168,56,0.00,0.25
3172,52,0.00,0.25
3178,52,0.00,0.25
3184,52,0.00,0.25
2951,51,0.00,0.25
2949,51,0.00,0.25
2957,51,0.00,0.25
2952,52,0.00,0.25
2958,51,0.00,0.25
2961,51,0.00,0.25
2964,52,0.00,0.25
2971,51,0.00,0.25
2973,51,0.00,0.25
2977,51,0.00,0.25
2974,51,0.00,0.25
2987,50,0.00,0.25
2988,50,0.00,0.25
1053,56,0.00,0.25
1138,56,0.00,0.25
1196,56,0.00,0.25
1266,56,0.00,0.25
1325,59,0.00,0.25
1384,58,0.00,0.25
1435,60,0.00,0.25
1509,62,0.00,0.25
1611,58,0.00,0.25
1747,53,0.00,0.25
1846,51,0.00,0.25
2252,50,0.00,0.25
2303,51,0.00,0.25
2332,51,0.00,0.25
2381,50,0.00,0.25
2442,50,0.00,0.25
2478,55,0.00,0.25
2532,58,0.00,0.25
2583,60,0.00,0.25
2641,60,0.00,0.25
2712,59,0.00,0.25
2778,59,0.00,0.25
2833,61,0.00,0.25
2904,61,0.00,0.25
3003,60,0.00,0.25
3064,59,0.00,0.25
3144,60,0.00,0.25
3219,59,0.00,0.25
3294,59,0.00,0.25
3413,58,0.00,0.25
3503,57,0.00,0.25
3571,53,0.00,0.25
2466,51,0.00,0.25
2502,52,0.00,0.25
2509,54,0.00,0.25
2543,55,0.00,0.25
2554,55,0.00,0.25
2579,55,0.00,0.25
2603,55,0.00,0.25
2627,55,0.00,0.25
2655,54,0.00,0.25
2678,56,0.00,0.25
2707,58,0.00,0.25
2734,59,0.00,0.25
2761,58,0.00,0.25
2791,58,0.00,0.25
2821,59,0.00,0.25
2853,59,0.00,0.25
2876,59,0.00,0.25
2918,59,0.00,0.25
2945,60,0.00,0.25
2955,61,0.00,0.25
3010,60,0.00,0.25
3037,60,0.00,0.25
3057,60,0.00,0.25
3088,59,0.00,0.25
3139,58,0.00,0.25
3155,58,0.00,0.25
3187,58,0.00,0.25
3224,57,0.00,0.25
3250,57,0.00,0.25
3275,57,0.00,0.25
3297,56,0.00,0.25
3344,55,0.00,0.25
3369,55,0.00,0.25
3405,54,0.00,0.25
3421,55,0.00,0.25
3456,56,0.00,0.25
3495,58,0.00,0.25
3528,58,0.00,0.25
3582,58,0.00,0.25
3604,57,0.00,0.25
3640,57,0.00,0.25
3681,58,0.00,0.25
3714,58,0.00,0.25
3768,58,0.00,0.25
3802,58,0.00,0.25
3856,60,0.00,0.25
3896,61,0.00,0.25
2876,51,0.00,0.25
2886,54,0.00,0.25
2899,58,0.00,0.25
2917,59,0.00,0.25
2933,60,0.00,0.25
2951,60,0.00,0.25
2982,61,0.00,0.25
2996,66,0.00,0.25
3015,67,0.00,0.25
3029,66,0.00,0.25
3052,66,0.00,0.25
3075,66,0.00,0.25
3083,66,0.00,0.25
3115,65,0.00,0.25
3127,64,0.00,0.25
3156,64,0.00,0.25
3180,64,0.00,0.25
3203,63,0.00,0.25
3223,63,0.00,0.25
3237,63,0.00,0.25
3265,62,0.00,0.25
3285,63,0.00,0.25
3309,62,0.00,0.25
3325,61,0.00,0.25
3338,62,0.00,0.25
3364,60,0.00,0.25
3377,61,0.00,0.25
3401,60,0.00,0.25
3415,60,0.00,0.25
3426,60,0.00,0.25
3453,60,0.00,0.25
3473,59,0.00,0.25
3491,58,0.00,0.25
3505,59,0.00,0.25
3522,58,0.00,0.25
3535,58,0.00,0.25
3561,58,0.00,0.25
3568,58,0.00,0.25
3584,58,0.00,0.25
3608,58,0.00,0.25
3632,57,0.00,0.25
3635,57,0.00,0.25
3659,58,0.00,0.25
3676,58,0.00,0.25
3689,58,0.00,0.25
3708,57,0.00,0.25
3724,57,0.00,0.25
3744,58,0.00,0.25
3768,59,0.00,0.25
3786,60,0.00,0.25
3818,61,0.00,0.25
3831,61,0.00,0.25
3852,62,0.00,0.25
3874,61,0.00,0.25
3892,61,0.00,0.25
3908,63,0.00,0.25
3927,63,0.00,0.25
3938,63,0.00,0.25
3967,66,0.00,0.25
3983,66,0.00,0.25
4001,68,0.00,0.25
4021,72,0.00,0.25
3211,65,0.00,0.25
3236,66,0.00,0.25
3237,67,0.00,0.25
3254,66,0.00,0.25
3259,66,0.00,0.25
3279,66,0.00,0.25
3292,66,0.00,0.25
3297,66,0.00,0.25
3314,66,0.00,0.25
3332,66,0.00,0.25
3338,65,0.00,0.25
3346,65,0.00,0.25
3359,65,0.00,0.25
3368,64,0.00,0.25
3387,63,0.00,0.25
3392,64,0.00,0.25
3404,64,0.00,0.25
3416,64,0.00,0.25
3424,63,0.00,0.25
3434,64,0.00,0.25
3439,64,0.00,0.25
3448,64,0.00,0.25
3471,64,0.00,0.25
3463,63,0.00,0.25
3483,64,0.00,0.25
3479,64,0.00,0.25
3496,64,0.00,0.25
3503,64,0.00,0.25
3509,63,0.00,0.25
3513,63,0.00,0.25
3528,63,0.00,0.25
3536,63,0.00,0.25
3551,63,0.00,0.25
3554,63,0.00,0.25
3567,62,0.00,0.25
3575,63,0.00,0.25
3577,63,0.00,0.25
3596,62,0.00,0.25
3606,62,0.00,0.25
3614,62,0.00,0.25
3623,62,0.00,0.25
3622,62,0.00,0.25
3635,62,0.00,0.25
3647,62,0.00,0.25
3652,61,0.00,0.25
3657,61,0.00,0.25
3672,62,0.00,0.25
3675,61,0.00,0.25
3687,61,0.00,0.25
3695,61,0.00,0.25
3709,61,0.00,0.25
3710,61,0.00,0.25
3726,62,0.00,0.25
3737,62,0.00,0.25
3742,62,0.00,0.25
3751,62,0.00,0.25
3761,61,0.00,0.25
3772,61,0.00,0.25
3780,61,0.00,0.25
3829,46,0.00,0.25
2993,51,0.00,0.25
2993,52,0.00,0.25
2995,55,0.00,0.25
2989,56,0.00,0.25
3000,58,0.00,0.25
3002,60,0.00,0.25
3003,62,0.00,0.25
3008,62,0.00,0.25
3004,66,0.00,0.25
3017,70,0.00,0.25
3006,71,0.00,0.25
3012,71,0.00,0.25
3007,70,0.00,0.25
3005,71,0.00,0.25
3008,72,0.00,0.25
3012,73,0.00,0.25
3014,72,0.00,0.25
3013,73,0.00,0.25
3019,73,0.00,0.25
3014,73,0.00,0.25
3029,72,0.00,0.25
3026,73,0.00,0.25
3032,73,0.00,0.25
3035,73,0.00,0.25
3042,72,0.00,0.25
3047,72,0.00,0.25
3052,72,0.00,0.25
3056,72,0.00,0.25
3060,72,0.00,0.25
3067,72,0.00,0.25
3071,72,0.00,0.25
3075,72,0.00,0.25
3083,71,0.00,0.25
3086,72,0.00,0.25
3092,71,0.00,0.25
3091,72,0.00,0.25
3105,71,0.00,0.25
3102,71,0.00,0.25
3109,71,0.00,0.25
3114,71,0.00,0.25
3120,72,0.00,0.25
3124,71,0.00,0.25
3125,70,0.00,0.25
3135,71,0.00,0.25
3134,71,0.00,0.25
3146,70,0.00,0.25
3147,70,0.00,0.25
3155,70,0.00,0.25
3160,70,0.00,0.25
3167,70,0.00,0.25
3170,70,0.00,0.25
3173,70,0.00,0.25
3172,70,0.00,0.25
3185,70,0.00,0.25
3190,70,0.00,0.25
3189,70,0.00,0.25
3198,70,0.00,0.25
1667,50,0.00,0.25
1103,51,0.00,0.25
3247,42,0.00,0.25
3248,35,0.00,0.25
3240,33,0.00,0.25
3226,28,0.00,0.25
3178,21,0.00,0.25
3085,20,0.00,0.25
3222,19,0.00,0.25
3174,19,0.00,0.25
2965,49,0.00,0.25
1706,49,0.00,0.25
